Practice Number,Practice Name,Dispensing,Physical Address,City or Town,Province,Telephone Number,Longitude,Latitude,Map
1493981,OLIVIER,Yes,"63 Cnr Gordon's Bay Drive &, Gordon Street, Strand",Cape Town,Western Cape,021 8533355,18°50′6.89″E,34°7′15.595″S,View Map
1494511,SETSUBI,Yes,"Setsmed, 371 Steve Biko Street, Guguletu",Cape Town,Western Cape,021 6377384,18°33′57.118″E,33°58′48.617″S,View Map
1494562,PARKER,Yes,"Simunye Primary Health Care, Centre Cnr First & Fourth Avenue, Eastridge",Cape Town,Western Cape,021 3912661,18°37′25.164″E,34°3′2.335″S,View Map
1494988,BAILLY,No,"85 Arum Road, Table View",Cape Town,Western Cape,021 5576036,18°29′27.666″E,33°49′25.853″S,View Map
1496069,KRIEK,No,"Room 2085 Mediclinic Louis, Leipoldt 7 Broadway Street, Bellville",Cape Town,Western Cape,021 9481872,18°36′47.19″E,33°54′3.552″S,View Map
1496468,COETZE,Yes,"Cnr Forest Drive & Oasis Road, Eerste River",Cape Town,Western Cape,021 9041666,18°42′48.084″E,34°0′22.598″S,View Map
1497960,DRS JORDAAN DU TOIT GENIS EN VEN,Yes,"131 St John Street, Oudtshoorn",Oudtshoorn,Western Cape,044 2724676,22°12′7.682″E,33°35′25.36″S,View Map
1498975,APPIES,Yes,"25 Plein Street, Vredenburg",Vredenburg,Western Cape,022 1001270,17°59′41.265″E,32°54′27.901″S,View Map
1499742,JASSIEM,Yes,"541 Military Road, Steenberg",Cape Town,Western Cape,021 7015873,18°28′38.576″E,34°4′30.145″S,View Map
1499858,EBRAHIM,Yes,"Shop 3 Bishop Lavis Shopping, Centre Lavis Drive, Bishop Lavis",Cape Town,Western Cape,021 9340596,18°35′7.328″E,33°56′57.358″S,View Map
1500848,ABBAS,Yes,"Grassy Park Medical Centre, Cnr Reddy Avenue & Victoria Road, Grassy Park",Cape Town,Western Cape,021 7053995,18°29′46.631″E,34°2′53.227″S,View Map
1501577,OMAR,Yes,"23 Chestnut Way, Belhar",Cape Town,Western Cape,021 9522190,18°36′53.63″E,33°56′54.524″S,View Map
1502433,MAARSINGH,Yes,"26 Tide Street, Knysna",Knysna,Western Cape,044 3821492,23°3′11.372″E,34°2′21.683″S,View Map
1502441,SCHOONBEE,No,"9 Trinity Street, Caledon",Caledon,Western Cape,028 2121180,19°25′39.806″E,34°13′50.503″S,View Map
1503936,MCDONALD,Yes,"1 Maasdorp Street, Amstelhof",Paarl,Western Cape,021 8621240,18°59′47.538″E,33°44′1.793″S,View Map
1506579,SATTAR,No,"Touchstone House, 7 Bree Street, Cape Town",Cape Town,Western Cape,021 4187900,18°25′19.795″E,33°55′3.993″S,View Map
1506587,STANDER,No,"23 Flamingo Avenue, Sedgefield",Sedgefield,Western Cape,044 3431943,22°48′4.259″E,34°0′55.536″S,View Map
1506684,MELMED,No,"Hawkesbury Surgery, Staines Road, Plumstead",Cape Town,Western Cape,021 7611886,18°27′59.433″E,34°1′22.256″S,View Map
1508776,JIVANJEE,Yes,"4 Grey Street, Parker's Dam",Worcester,Western Cape,023 3471856,19°26′44.249″E,33°38′56.216″S,View Map
1509489,STOCKTON,Yes,"37 Barry Road, Hout Bay",Cape Town,Western Cape,087 7021528,18°21′33.46″E,34°1′56.365″S,View Map
1509535,DU PREEZ,Yes,"17 Main Road, Riviersonderend",Riviersonderend,Western Cape,028 2611356,19°54′52.347″E,34°9′0.695″S,View Map
1422731,SWART,Yes,"6 Seaton Place, 30f Church Street, Hopefield",Hopefield,Western Cape,022 7230509,18°20′52.257″E,33°3′50.058″S,View Map
1427210,LOGHDEY,Yes,"530 Lansdowne Road, Lansdowne",Cape Town,Western Cape,021 7617966,18°30′22.867″E,33°59′33.468″S,View Map
1427369,VAN DER MERWE,Yes,5 Church Street,Riebeek Kasteel,Western Cape,021 9051494,18°41′41.64″E,33°58′35.76″S,View Map
1429779,VERMEULEN,Yes,"5 Cnr Protea Avenue & Hibiskus, Street, Velddrif",Velddrif,Western Cape,022 7830027,18°9′56.782″E,32°47′0″S,View Map
1433156,KHAN,Yes,"Alpine Park Cnr Alpine Street &, Morgenster Road, Beacon Valley",Cape Town,Western Cape,021 3762964,18°37′32.253″E,34°2′2.939″S,View Map
1436376,VAN ZYL,Yes,"32 Lang Street, De Kuilen",Cape Town,Western Cape,021 9036519,18°40′46.941″E,33°55′43.432″S,View Map
1436384,WASCHNIG,Yes,"2 School Street, Heather Park",Khayelitsha,Western Cape,021 9045972,18°42′58.907″E,34°0′17.981″S,View Map
1436805,PARKER,Yes,"Shop 46b Level 2 Golden Acre, Shopping Centre Adderley Street, Foreshore",Cape Town,Western Cape,021 4187224,18°25′25.505″E,33°55′22.877″S,View Map
1437178,LOUW,No,"Shop 126 Lower Level Entrance 6, Tyger Valley Centre",Bellville,Western Cape,021 9141684,18°38′2.379″E,33°52′25.149″S,View Map
1437208,SOLANKI,Yes,"Shop No 29 Paarl East Shopping, Centre Cnr Van Der Stel & Broad, Way Street",Paarl East,Western Cape,021 8625674,18°59′35.627″E,33°43′28.663″S,View Map
1440314,DE VILLIERS,No,"1 Meyer Street, Bergsig",George,Western Cape,044 8732985,22°28′8.043″E,33°57′23.261″S,View Map
1443046,BARNARD,No,"27 Barnard Street, Gansbaai",Gans Bay,Western Cape,028 3840411,19°21′12.789″E,34°34′54.867″S,View Map
1443887,FOURIE,No,"113 Market Street, Prince Albert",Prince Albert,Western Cape,023 5411090,22°1′38.253″E,33°13′4.647″S,View Map
1443917,STOLTZ,Yes,"66 Suikerbos Street, Bellair Est",Cape Town,Western Cape,021 9190055,18°39′21.603″E,33°52′58.188″S,View Map
1445146,KATHAN,Yes,"96 Klip Road, Grassy Park",Cape Town,Western Cape,021 7058966,18°29′49.892″E,34°2′21.88″S,View Map
1445286,SMITH,Yes,"23 Baron Van Reede Street, Oudtshoorn",Oudtshoorn,Western Cape,044 2723074,22°12′10.917″E,33°35′23.628″S,View Map
1446835,BOYD,Yes,"1st House, 73 First Road, Grassy Park",Cape Town,Western Cape,021 7063744,18°30′5.148″E,34°2′42.288″S,View Map
1450093,WENTLEY,Yes,"21 Rustenburg Road, Idasvallei",Stellenbosch,Western Cape,021 8879320,18°52′43.843″E,33°55′23.876″S,View Map
1453912,LIDDLE,No,"10 Stanley Street, Perm Gardens",Cape Town,Western Cape,021 9041280,18°43′15.937″E,33°59′53.531″S,View Map
1459104,SMIT,Yes,"60 Hoof Street, Piketberg",Piketberg,Western Cape,022 9131172,18°45′34.717″E,32°54′24.778″S,View Map
1460544,BASSIER,Yes,"Suite 22 Airport Shopping, Centre Belhar Drive, Belhar",Cape Town,Western Cape,021 9525292,18°38′47.498″E,33°57′9.783″S,View Map
1461680,RABINOWITZ,Yes,"44 West Street, Parow East",Cape Town,Western Cape,021 9395146,18°36′5.529″E,33°54′23.271″S,View Map
1463187,HANGONE,Yes,"202 Old Cape Road, Grabouw",Grabouw,Western Cape,021 8593927,18°22′12.067″E,34°2′26.773″S,View Map
1463349,MELLETT,Yes,"1 Brackenfell Medical Centre, Old Paarl Way & Brackenfell, Boulevard",Brackenfell,Western Cape,021 9812118,18°41′0.775″E,33°52′51.788″S,View Map
1463519,RAPITI,Yes,"17 Cinderella Crescent, Eastridge",Cape Town,Western Cape,021 3976029,18°37′42.388″E,34°2′49.017″S,View Map
1465414,PAKADE,Yes,"138a Ny 3a, Guguletu",Cape Town,Western Cape,021 6337530,18°34′18.355″E,33°59′18.846″S,View Map
1467395,VAN DER MERWE,Yes,"55 The Village Artisan, Cabriere Street, Franschhoek",Franschhoek,Western Cape, ,19°6′56.018″E,33°54′30.427″S,View Map
1468316,CADER,Yes,"45 Kasselsvlei Road, Bellville South",Cape Town,Western Cape,021 9515256,18°38′14.118″E,33°54′50.917″S,View Map
1468863,ASHTIKER,Yes,"Ashmed Medical Centre, 21 Church Street, Athlone",Cape Town,Western Cape,021 6966849,18°30′17.755″E,33°57′47.833″S,View Map
1468987,MULLAJEE,Yes,"Osman Centre, Cnr Lavender & Protea Street, Lentegeur",Cape Town,Western Cape,021 3718186,18°36′11.259″E,34°2′11.55″S,View Map
1469061,CHOTHIA,Yes,"50 Old Strandfontein Road, Wetton",Cape Town,Western Cape,021 7037331,18°31′0″E,34°0′27.598″S,View Map
1472402,SETZER,Yes,"6 Epping Street, Rugby",Cape Town,Western Cape,021 5101441,18°29′29.402″E,33°53′38.57″S,View Map
1473204,DHANSAY,Yes,"99 5th Avenue, Grassy Park",Cape Town,Western Cape,021 7062829,18°29′50.424″E,34°2′53.484″S,View Map
1473816,NOOR,Yes,"Cnr 4th Avenue & Buck Road, Lotus River",Cape Town,Western Cape,021 7035306,18°31′11.558″E,34°2′19.492″S,View Map
1475428,SALKINDER,Yes,"Millenium Centre, 580 Frans Conradie Drive, Brackenfell",Cape Town,Western Cape,021 9821152,18°40′43.714″E,33°52′42.272″S,View Map
1475673,BAWOODIEN,Yes,"21 26th Avenue, Norwood Est",Elsies Rivier,Western Cape,021 9329116,18°34′33.686″E,33°55′44.49″S,View Map
1556762,MOSTERT,No,"5 Victoria Way, Caledon",Caledon,Western Cape,028 2121096,19°25′36.467″E,34°13′52.477″S,View Map
1558943,RABIE,No,"9 Athens Street, Uitzicht",Cape Town,Western Cape,021 9750449,18°41′38.949″E,33°49′2.265″S,View Map
1560530,MAJIET,Yes,"280 Ottery Road, Ottery",Cape Town,Western Cape,021 7039151,18°30′9.073″E,34°0′50.344″S,View Map
1560727,ISMAIL,No,"Unit 131 Quays Commercial, Park Lane, Century City",Cape Town,Western Cape,021 5528080,18°30′43.253″E,33°53′11.651″S,View Map
1562622,GOUS,Yes,"8 George Street, Blanco",George,Western Cape,044 8708605,22°24′50.726″E,33°56′40.556″S,View Map
1562991,JAKOET,Yes,"74 Rose Street, Schotsche Kloof",Cape Town,Western Cape,021 1005146,18°24′54.915″E,33°55′15.286″S,View Map
1563130,"BURGER P, VAN ZYL P S & VAN ZYL",Yes,"91 Voortrekker Street, Citrusdal",Citrusdal,Western Cape,022 9212725,19°0′42.87″E,32°35′17.813″S,View Map
1564358,KAGEE,Yes,"Shop 8 Vredenhof Building Town, Harmony Sqaure, Town Centre",Mitchells Plain,Western Cape,021 3922839,18°37′16.186″E,34°2′58.161″S,View Map
1573888,LE ROUX,Yes,"7 Charles Street, Groot Brakrivier",Groot Brakrivier,Western Cape,044 6202105,22°13′22.752″E,34°2′24.042″S,View Map
1575597,BRUWER,Yes,"73 Voortrekker Street, Piketberg",Piketberg,Western Cape,022 9131146,18°45′17.758″E,32°54′26.548″S,View Map
1578243,VAN DER WESTHUIZEN,No,"10 Barron Court, Coronation Road, Walmer Est",Cape Town,Western Cape,021 4475329,18°26′45.805″E,33°56′5.27″S,View Map
1578618,MOWZER,Yes,"144 Halt Road, Elsies River",Cape Town,Western Cape,021 9326811,18°33′57.555″E,33°55′14.794″S,View Map
1578820,DAYARAM,Yes,"82 De Wet Road, Ottery",Cape Town,Western Cape,021 7042649,18°30′36.036″E,34°1′24.456″S,View Map
1579010,LE BRETON,Yes,"Somerset Heights, 2 Apollo Street, Kleinvlei",Cape Town,Western Cape,021 9043173,18°42′21.517″E,33°59′39.34″S,View Map
1580167,VASSEN,Yes,"4 Shaftesbury Road, Ottery",Cape Town,Western Cape,021 7042316,18°30′58.215″E,34°0′32.455″S,View Map
1580388,STULTING,No,"195 Koeberg Road, Brooklyn",Cape Town,Western Cape,021 5111300,18°29′6.211″E,33°54′29.264″S,View Map
1580507,MORRISON,Yes,"60 Hoof Street, Piketberg",Piketberg,Western Cape,022 9131172,18°45′34.717″E,32°54′24.778″S,View Map
1580515,SCHEEPERS,Yes,"73 Voortrekker Street, Piketberg",Piketberg,Western Cape,022 9131146,18°45′17.719″E,32°54′26.808″S,View Map
1581163,FIRFIREY,Yes,"Shop 2 Surrey Centre, 3 College Road, Greenhaven",Cape Town,Western Cape,021 6380029,18°32′25.779″E,33°58′38.017″S,View Map
1584200,DUMA,Yes,"Khayelitsha Town 2, Aa114 Bekelentloko Street, Khayelitsha",Cape Town,Western Cape,021 3610179,18°40′55.182″E,34°2′34.857″S,View Map
1584618,WILLIAMSON,No,"Hawkesbury Surgery, Staines Road, Plumstead",Cape Town,Western Cape,021 7611886,18°27′59.45″E,34°1′22.202″S,View Map
1584790,GEORGE,Yes,"Shop 7 Riverpark Shopping Centre, Cnr Nooiensfontein And Carinus S",Kuils River,Western Cape,021 9064669,18°40′35.76″E,33°55′37.56″S,View Map
1585649,BARNARD,Yes,"162 Gordon's Bay Drive, Strand",Cape Town,Western Cape,021 8459213,18°50′51.034″E,34°8′7.846″S,View Map
1586009,REDDY,Yes,"6 Musica Avenue, Macassar",Cape Town,Western Cape,021 8572520,18°46′27.037″E,34°3′43.873″S,View Map
1586084,BLUMENTHAL,No,"Riverside Cottage Clinic, 10 Rosendale Road, Rondebosch",Cape Town,Western Cape,021 6895141,18°28′13.862″E,33°57′46.569″S,View Map
1514970,CHAIT,Yes,"112 Belvedere Road, Claremont",Cape Town,Western Cape,021 6713277,18°28′53.926″E,33°58′52.721″S,View Map
1515063,SULEMAN,Yes,"171 Blossom Street, Bridgetown",Cape Town,Western Cape,021 6371501,18°31′58.449″E,33°57′27.384″S,View Map
1517279,TRUTER,Yes,"64a Church Street, Worcester",Worcester,Western Cape,023 3471031,19°26′44.139″E,33°38′29.09″S,View Map
1519395,GANI,Yes,"Cnr Hyde & Myrtle Road, Parkwood Est",Cape Town,Western Cape,021 7065740,18°29′33.036″E,34°1′39.913″S,View Map
1519492,LUCAS,Yes,"66 Kerria Avenue, Protea Park",Cape Town,Western Cape,021 5727100,18°29′53.962″E,33°34′38.463″S,View Map
1519654,VAN ZYL,No,"3 Gewelsentrum, Markstraat",Malmesbury,Western Cape,022 4824589,18°43′44.04″E,33°27′34.2″S,View Map
1523465,DR PAUW AND PARTNERS,No,"24 Van Riebeeck Street, Ladismith",Ladismith,Western Cape,028 5511062,21°15′52.744″E,33°29′36.609″S,View Map
1523775,MARAIS,Yes,"6 Vineyard Avenue, Austinville",Cape Town,Western Cape,021 9051494,18°41′41.059″E,33°58′36.185″S,View Map
1523813,ARNOLD,Yes,"259 Victoria Road, Salt River",Cape Town,Western Cape,021 4476344,18°27′23.371″E,33°55′54.309″S,View Map
1524240,VIVIERS,Yes,"Campus Health Services, 7 Claassen Street, Stellenbosch",Stellenbosch,Western Cape,021 8083496,18°52′9.968″E,33°56′7.804″S,View Map
1525689,LOGDAY,Yes,"65 Murton Road, Rylands Est",Cape Town,Western Cape,021 6378831,18°31′39.752″E,33°58′20.737″S,View Map
1525832,BRUNDYN,No,"36 Rathgar Street, Oakdale Est",Cape Town,Western Cape,021 9453615,18°38′15.121″E,33°53′27.327″S,View Map
1527460,GOVAN,Yes,"Shop 1 Nonkqubela Station Site, B 96 Sulani Drive, Khayelitsha",Cape Town,Western Cape,021 3611171,,,
1529137,VAN HEERDEN,Yes,"Shop 19b Cavalier Retail Centre, Hindle Road, Blue Downs",Cape Town,Western Cape,021 9095167,18°41′16.48″E,33°59′9.337″S,View Map
1529730,CONRADIE,Yes,"6 Berg Street, Wellington",Wellington,Western Cape,021 8731047,19°1′52.682″E,33°39′42.114″S,View Map
1530062,KOTZE,Yes,"38 Jeanette Street, Arauna",Cape Town,Western Cape,021 9815546,18°41′0″E,33°52′33.541″S,View Map
1531301,COETZEE,Yes,"Room 111 1st Floor Melomed, Mitchells Plain Symphony Walk, Mitchells Plain",Cape Town,Western Cape,021 3926142,18°37′16.545″E,34°2′58.28″S,View Map
1535102,PILLAY,Yes,"Shop 82a Gugulethu Mall, Steve Biko Street, Guguletu",Cape Town,Western Cape,021 6372269,18°33′54.83″E,33°59′7.335″S,View Map
1535137,HAYES,Yes,"Room 4 Lambert's Bay Medical, Centre Main Road, Lambert's Bay",Lambert'S Bay,Western Cape,027 4321136,18°18′21.489″E,32°5′38.778″S,View Map
1537113,LOGHDEY,Yes,"5 Sir Alfred Road, Lansdowne",Landsdowne,Western Cape,021 6965940,18°30′22.867″E,33°59′33.468″S,View Map
1538578,BANDERKER,Yes,"Belmed Centre, 16 Central Avenue, Belthorne Est",Cape Town,Western Cape,021 6970421,18°30′55.962″E,33°59′4.671″S,View Map
1538934,VAN JAARSVELD,No,"5 Hugenote Street, Malmesbury",Malmesbury,Western Cape,066 0425660,18°43′47.243″E,33°27′40.735″S,View Map
1542281,MEIRING,Yes,"1 Kerk Street, Klawer",Klawer,Western Cape,027 2161513,18°37′24.189″E,31°46′44.102″S,View Map
1543377,WEGNER,No,"3 Susan Way, Tokai",Cape Town,Western Cape,021 7129368,18°26′46.643″E,34°3′51.949″S,View Map
1544705,ESTERHUYSE,No,"28 Van Zyl Street, Bonnievale",Bonnievale,Western Cape,023 6163315,20°6′11.76″E,33°56′18.851″S,View Map
1544713,KATHAN,Yes,"2 Silverhurst Close, Westridge",Cape Town,Western Cape,021 3923555,18°36′1.688″E,34°3′12.16″S,View Map
1545191,DE VILLIERS,Yes,"Consulting Rooms, 223 George Road, Wilderness",Wilderness,Western Cape,044 2850155,22°34′37.08″E,33°59′39.067″S,View Map
1547046,THERON,No,"7b Petrusa Street, Bellville",Cape Town,Western Cape,021 9481308,18°38′34.734″E,33°54′4.724″S,View Map
1548182,ABRAHAMS,Yes,"148 Victoria Road, Woodstock",Cape Town,Western Cape,021 4481757,18°26′52.922″E,33°55′45.351″S,View Map
1548794,RAWAT,Yes,"Shop 2 Abeesham Centre, Mitchell Avenue, Woodlands",Cape Town,Western Cape,021 3745012,18°35′49.385″E,34°2′5.913″S,View Map
1549995,BLAKE,No,"31 Bird Street, Stellenbosch",Stellenbosch,Western Cape,021 8878485,18°51′32.249″E,33°56′5.852″S,View Map
1550578,PEER,Yes,"7 Pomergranate Street, Eastridge",Cape Town,Western Cape,021 3973020,18°37′29.565″E,34°2′58.051″S,View Map
1551876,KOTZE,Yes,"Dutch Reformed Church Rectory, Saldanha Street, Ruyterwacht",Cape Town,Western Cape,021 5346041,18°33′16.376″E,33°55′7.558″S,View Map
1552406,BRITZ,No,"Vrijzee, 117 De Wet Street, Goodwood",Western Cape,Western Cape,021 5913216,18°33′55.908″E,33°54′0.612″S,View Map
1555219,GELDENHUYS,No,"18 Matzikama Street, Vredendal",Vredendal,Western Cape,027 2131053,18°30′24.742″E,31°39′44.694″S,View Map
1479326,BERNARD,Yes,"Odeon Centre, 138 Lady Grey Street, Paarl",Paarl,Western Cape,021 8724000,18°58′19.947″E,33°43′49.773″S,View Map
1479792,CADER,Yes,"304 5th Avenue, Lotus River",Cape Town,Western Cape,021 7064050,18°30′54.626″E,34°2′27.748″S,View Map
1480170,AKOOJEE E AND AKOOJEE M J,No,"1 Cnr Klipfontein & Libra Road, Surrey Est",Cape Town,Western Cape,021 6379193,18°32′59.454″E,33°58′13.272″S,View Map
1481363,VOSLOO,Yes,"83 Kipling Street, Zoo Park",Cape Town,Western Cape,021 9874282,18°42′15.802″E,33°50′25.989″S,View Map
26026,QWABE,Yes,"Manguzi Village, 1 Main Road, Kwangwanase",Jozini,,035 5920285,32°45′27.572″E,27°0′0.855″S,View Map
1584375,PRETORIUS,No,,,,013 7123111,,,
141534,MNGOMEZULU,Yes,"Bazaneni Area, P451, Hlabisa",Hlabisa,,082 7453647,31°52′42.779″E,28°8′35.17″S,View Map
182133,SMIT J L & PARTNERS INCORPORATED,Yes,"Pretoria Road, Kroondal",Rustenburg,,014 5363916,27°18′29.543″E,25°43′29.232″S,View Map
208051,NGXONGO,Yes,"Suite 3 Makhathini Shopping, Complex Main Road, Jozini",Jozini,,035 5721002,32°3′46.725″E,27°28′10.423″S,View Map
280550,BULANE,Yes,"Lithabaneng Ha Mots'oeneng, Opp Engen Garage, Main South 1 Road",Maseru,, ,,,
283533,KHUMALO,Yes,"Mbonani Centre, 7089 Rampela Street, Rest-in-peace",Potchefstroom,,011 7369753,28°24′10.472″E,26°18′43.843″S,View Map
346705,ANSARI,Yes,"Shop No 23 Alexandra Plaza, Cnr 3rd & 1st Avenue, Alexandra",Wynberg,,011 440 1716,,,
443883,VEZI,Yes,"18 Tatham Road, Bergville",Bergville,,036 9400070,29°21′0″E,28°43′39.792″S,View Map
499099,BALOYI,Yes,"Shop 5 Sun Village Shopping, Centre Complex, Sun City",Sun City,,014 5521110,27°5′57.883″E,25°21′38.916″S,View Map
509787,MANNING,Yes,"18 Voortrekker Road, Riebeek West",Riebeeck West,,022 4612517,18°52′7.544″E,33°20′56.394″S,View Map
567566,ADEOTI,Yes,"Shop D29 Mamelodi Gateway, Centre Tsamaya Avenue, Denneboom",Pretoria,,081 7481521,28°20′12.278″E,25°43′7.31″S,View Map
664405,ZIETSMAN,Yes,"441 Peak Road, Pringle Bay",7196,,028 2738069,18°49′54.577″E,34°21′2.832″S,View Map
709859,DR BESTER AND PARTNERS,Yes,"12 Sandy Point Crescent, St Helena Bay",St Helena Bay,,022 7361448,18°0′27.55″E,32°44′47.77″S,View Map
909467,KLEYNHANS,Yes,,,,044 8736177,,,
1028219,VAN DER WESTHUIZEN,No,,,,022 1250078,,,
1412760,CLOETE,Yes,"Plot 86 Waterval, Pyramid",City Of Tshwane Rural,,012 5454008,28°13′48.008″E,25°35′4.095″S,View Map
1443321,ABBA,Yes,"Old Sun City Road, Boshoek",Rustenburg,,014 5733032,27°5′41.164″E,25°30′9.751″S,View Map
1453181,ANNANDALE,Yes,"9 Hoof Street, Dwarskersbos",Velddrif,,022 7830040,18°14′39.319″E,32°41′6.212″S,View Map
1478621,MLISANA,Yes,"49 Main Road, Umzimkhulu",Ingwe Rural,,039 2590249,29°56′17.723″E,30°15′51.971″S,View Map
1523929,LEKHULENI,Yes,"Swalala Village, Swalala",Mbombela Rural,,013 7884244,31°7′19.489″E,25°10′54.529″S,View Map
